Team,1,2,3,4,5,6,7,8,9,R,H,E,R-9,W-L,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,Game_ID,10,11,12,13,14,15,16,17,18,19
TOR,0,0,0,0,0,0,0,0,1,1,5,1,1,L,0,0,0,0,0,0,0,0,1,0,-1,-2,-4,-4,-4,-4,-10,-9,380730111,,,,,,,,,,
OAK,0,1,1,2,0,0,0,6,-,10,12,1,10,W,0,1,2,4,4,4,4,10,10,0,1,2,4,4,4,4,10,9,380730111,,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,0,0,4,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,380730112,,,,,,,,,,
SEA,0,0,0,0,0,2,0,0,-,2,4,0,2,W,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,2,2,380730112,,,,,,,,,,
SF,0,3,0,0,0,0,0,0,0,5,11,1,3,E,0,3,3,3,3,3,3,3,3,0,3,3,2,1,1,1,0,0,380730125,0,0,2,,,,,,,
SD,0,0,0,1,1,0,0,1,0,3,9,1,3,E,0,0,0,1,2,2,2,3,3,0,-3,-3,-2,-1,-1,-1,0,0,380730125,0,0,0,,,,,,,
SF,0,0,0,1,1,0,0,0,0,3,10,0,2,E,0,0,0,1,2,2,2,2,2,-1,-1,-1,0,1,1,1,0,0,380731125,1,,,,,,,,,
SD,1,0,0,0,0,0,0,1,0,2,5,0,2,E,1,1,1,1,1,1,1,2,2,1,1,1,0,-1,-1,-1,0,0,380731125,0,,,,,,,,,
PHI,0,1,0,1,0,0,0,0,1,3,10,1,3,W,0,1,1,2,2,2,2,2,3,0,1,1,2,2,1,1,1,2,380731102,,,,,,,,,,
BOS,0,0,0,0,0,1,0,0,0,1,6,0,1,L,0,0,0,0,0,1,1,1,1,0,-1,-1,-2,-2,-1,-1,-1,-2,380731102,,,,,,,,,,
BAL,0,0,0,0,0,0,0,3,0,3,6,1,3,L,0,0,0,0,0,0,0,3,3,-1,-1,-2,-2,-6,-6,-6,-3,-3,380731110,,,,,,,,,,
NYY,1,0,1,0,4,0,0,0,-,6,6,1,6,W,1,1,2,2,6,6,6,6,6,1,1,2,2,6,6,6,3,3,380731110,,,,,,,,,,
NYM,0,0,0,0,0,0,1,0,3,4,9,0,4,L,0,0,0,0,0,0,1,1,4,-7,-10,-13,-16,-19,-19,-18,-24,-21,380731120,,,,,,,,,,
WSH,7,3,3,3,3,0,0,6,-,25,26,1,25,W,7,10,13,16,19,19,19,25,25,7,10,13,16,19,19,18,24,21,380731120,,,,,,,,,,
CHC,0,0,0,3,0,0,0,0,1,4,9,0,4,L,0,0,0,3,3,3,3,3,4,0,0,-3,0,-1,-1,-1,-2,-1,380731123,,,,,,,,,,
PIT,0,0,3,0,1,0,0,1,-,5,8,0,5,W,0,0,3,3,4,4,4,5,5,0,0,3,0,1,1,1,2,1,380731123,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,1,1,5,0,1,L,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-2,-1,380731106,,,,,,,,,,
DET,0,0,0,1,0,0,0,1,-,2,3,0,2,W,0,0,0,1,1,1,1,2,2,0,0,0,1,1,1,1,2,1,380731106,,,,,,,,,,
LAA,0,0,0,1,2,2,1,0,0,6,12,0,6,L,0,0,0,1,3,5,6,6,6,0,-1,-3,-9,-7,-5,-4,-4,-4,380731130,,,,,,,,,,
TB,0,1,2,7,0,0,0,0,-,10,14,0,10,W,0,1,3,10,10,10,10,10,10,0,1,3,9,7,5,4,4,4,380731130,,,,,,,,,,
MIA,0,0,0,2,1,2,0,0,1,6,11,1,6,L,0,0,0,2,3,5,5,5,6,-1,-1,-3,-6,-6,-5,-6,-6,-5,380731115,,,,,,,,,,
ATL,1,0,2,5,1,1,1,0,-,11,19,1,11,W,1,1,3,8,9,10,11,11,11,1,1,3,6,6,5,6,6,5,380731115,,,,,,,,,,
KC,0,0,0,0,2,0,2,0,0,4,6,0,4,W,0,0,0,0,2,2,4,4,4,0,0,0,0,2,2,2,2,2,380731104,,,,,,,,,,
CHW,0,0,0,0,0,0,2,0,0,2,10,0,2,L,0,0,0,0,0,0,2,2,2,0,0,0,0,-2,-2,-2,-2,-2,380731104,,,,,,,,,,
CLE,0,0,2,0,1,0,2,0,1,6,11,0,6,W,0,0,2,2,3,3,5,5,6,0,-1,1,1,2,1,3,3,4,380731109,,,,,,,,,,
MIN,0,1,0,0,0,1,0,0,0,2,6,1,2,L,0,1,1,1,1,2,2,2,2,0,1,-1,-1,-2,-1,-3,-3,-4,380731109,,,,,,,,,,
COL,0,0,0,0,2,2,2,0,0,6,9,1,6,W,0,0,0,0,2,4,6,6,6,-1,-1,-1,-1,1,3,5,3,3,380731124,,,,,,,,,,
STL,1,0,0,0,0,0,0,2,0,3,4,0,3,L,1,1,1,1,1,1,1,3,3,1,1,1,1,-1,-3,-5,-3,-3,380731124,,,,,,,,,,
TEX,0,0,0,0,0,0,0,0,0,0,4,0,0,L,0,0,0,0,0,0,0,0,0,-1,-1,-2,-5,-5,-6,-6,-6,-6,380731129,,,,,,,,,,
ARI,1,0,1,3,0,1,0,0,-,6,9,0,6,W,1,1,2,5,5,6,6,6,6,1,1,2,5,5,6,6,6,6,380731129,,,,,,,,,,
TOR,1,0,0,1,0,0,0,0,0,2,6,1,2,L,1,1,1,2,2,2,2,2,2,-1,-1,-4,-3,-3,-4,-4,-4,-4,380731111,,,,,,,,,,
OAK,2,0,3,0,0,1,0,0,-,6,11,2,6,W,2,2,5,5,5,6,6,6,6,1,1,4,3,3,4,4,4,4,380731111,,,,,,,,,,
HOU,0,0,0,0,1,2,0,0,2,5,15,0,5,W,0,0,0,0,1,3,3,3,5,0,0,0,-1,0,1,1,1,3,380731112,,,,,,,,,,
SEA,0,0,0,1,0,1,0,0,0,2,7,0,2,L,0,0,0,1,1,2,2,2,2,0,0,0,1,0,-1,-1,-1,-3,380731112,,,,,,,,,,
MIL,0,0,1,0,0,0,0,0,0,1,6,0,1,W,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,380731119,,,,,,,,,,
LAD,0,0,0,0,0,0,0,0,0,0,2,0,0,L,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,380731119,,,,,,,,,,
NYM,0,0,0,0,1,0,0,1,1,3,6,2,3,L,0,0,0,0,1,1,1,2,3,-1,-1,-3,-3,-2,-2,-2,-3,-2,380801120,,,,,,,,,,
WSH,1,0,2,0,0,0,0,2,-,5,7,0,5,W,1,1,3,3,3,3,3,5,5,1,1,3,3,2,2,2,3,2,380801120,,,,,,,,,,
BAL,0,5,2,0,0,0,0,0,0,7,15,2,7,W,0,5,7,7,7,7,7,7,7,0,4,6,6,6,6,6,5,2,380801110,,,,,,,,,,
NYY,0,1,0,0,0,0,0,1,3,5,12,0,5,L,0,1,1,1,1,1,1,2,5,0,-4,-6,-6,-6,-6,-6,-5,-2,380801110,,,,,,,,,,
CIN,0,0,0,0,0,0,4,0,0,4,11,2,4,L,0,0,0,0,0,0,4,4,4,0,-2,-2,-3,-3,-6,-2,-3,-3,380801106,,,,,,,,,,
DET,0,2,0,1,0,3,0,1,-,7,14,0,7,W,0,2,2,3,3,6,6,7,7,0,2,2,3,3,6,2,3,3,380801106,,,,,,,,,,
CLE,0,0,0,0,0,1,0,0,1,2,8,0,2,W,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,1,1,2,380801109,,,,,,,,,,
MIN,0,0,0,0,0,0,0,0,0,0,5,2,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,380801109,,,,,,,,,,
TOR,0,0,0,0,0,0,1,2,0,3,8,0,3,L,0,0,0,0,0,0,1,3,3,0,-2,-2,-4,-4,-7,-6,-5,-5,380801111,,,,,,,,,,
OAK,0,2,0,2,0,3,0,1,-,8,13,0,8,W,0,2,2,4,4,7,7,8,8,0,2,2,4,4,7,6,5,5,380801111,,,,,,,,,,
HOU,0,3,0,1,4,0,0,0,0,8,15,0,8,W,0,3,3,4,8,8,8,8,8,0,1,1,2,6,5,5,5,5,380801112,,,,,,,,,,
SEA,0,2,0,0,0,1,0,0,0,3,9,0,3,L,0,2,2,2,2,3,3,3,3,0,-1,-1,-2,-6,-5,-5,-5,-5,380801112,,,,,,,,,,
CHC,4,2,0,0,0,1,0,2,0,9,15,3,9,W,4,6,6,6,6,7,7,9,9,3,5,5,5,5,6,6,7,7,380801123,,,,,,,,,,
PIT,1,0,0,0,0,0,0,1,0,2,7,2,2,L,1,1,1,1,1,1,1,2,2,-3,-5,-5,-5,-5,-6,-6,-7,-7,380801123,,,,,,,,,,
LAA,1,0,0,1,0,0,0,0,0,2,6,2,2,L,1,1,1,2,2,2,2,2,2,1,1,1,-1,-1,-2,-2,-5,-5,380801130,,,,,,,,,,
TB,0,0,0,3,0,1,0,3,-,7,9,1,7,W,0,0,0,3,3,4,4,7,7,-1,-1,-1,1,1,2,2,5,5,380801130,,,,,,,,,,
KC,0,0,2,1,5,2,0,0,0,10,10,0,10,W,0,0,2,3,8,10,10,10,10,-1,-1,1,2,7,6,6,5,5,380801104,,,,,,,,,,
CHW,1,0,0,0,0,3,0,1,0,5,9,2,5,L,1,1,1,1,1,4,4,5,5,1,1,-1,-2,-7,-6,-6,-5,-5,380801104,,,,,,,,,,
COL,0,0,2,0,0,0,0,0,1,3,7,0,3,L,0,0,2,2,2,2,2,2,3,0,0,1,0,0,-1,-1,-4,-3,380801124,,,,,,,,,,
STL,0,0,1,1,0,1,0,3,-,6,13,0,6,W,0,0,1,2,2,3,3,6,6,0,0,-1,0,0,1,1,4,3,380801124,,,,,,,,,,
MIL,1,0,1,0,0,0,0,2,0,4,10,0,4,E,1,1,2,2,2,2,2,4,4,1,1,2,2,0,0,-2,0,0,380801119,0,,,,,,,,,
LAD,0,0,0,0,2,0,2,0,0,6,10,1,4,E,0,0,0,0,2,2,4,4,4,-1,-1,-2,-2,0,0,2,0,0,380801119,2,,,,,,,,,
LAA,0,0,0,0,0,0,2,0,0,2,3,0,2,L,0,0,0,0,0,0,2,2,2,0,0,0,-4,-4,-4,-2,-2,-2,380802130,,,,,,,,,,
TB,0,0,0,4,0,0,0,0,-,4,6,1,4,W,0,0,0,4,4,4,4,4,4,0,0,0,4,4,4,2,2,2,380802130,,,,,,,,,,
COL,0,0,0,2,0,0,0,0,0,2,7,1,2,L,0,0,0,2,2,2,2,2,2,0,0,-1,1,1,1,1,1,-1,380802124,,,,,,,,,,
STL,0,0,1,0,0,0,0,0,2,3,8,1,3,W,0,0,1,1,1,1,1,1,3,0,0,1,-1,-1,-1,-1,-1,1,380802124,,,,,,,,,,
KC,0,0,0,0,0,0,0,3,1,4,7,0,4,L,0,0,0,0,0,0,0,3,4,0,0,0,-1,-1,-1,-2,-3,-2,380802104,,,,,,,,,,
CHW,0,0,0,1,0,0,1,4,-,6,9,0,6,W,0,0,0,1,1,1,2,6,6,0,0,0,1,1,1,2,3,2,380802104,,,,,,,,,,
MIA,0,0,0,2,0,0,0,0,0,2,5,0,2,L,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,1,1,-3,380802122,,,,,,,,,,
PHI,0,0,0,0,0,1,0,0,4,5,7,0,5,W,0,0,0,0,0,1,1,1,5,0,0,0,-2,-2,-1,-1,-1,3,380802122,,,,,,,,,,
CIN,0,0,0,2,0,0,0,0,2,4,7,0,4,L,0,0,0,2,2,2,2,2,4,0,-6,-7,-5,-5,-5,-5,-8,-6,380802120,,,,,,,,,,
WSH,0,6,1,0,0,0,0,3,-,10,10,0,10,W,0,6,7,7,7,7,7,10,10,0,6,7,5,5,5,5,8,6,380802120,,,,,,,,,,
NYY,3,1,0,0,1,0,1,0,1,7,8,1,7,L,3,4,4,4,5,5,6,6,7,3,3,2,-6,-6,-9,-8,-9,-8,380802102,,,,,,,,,,
BOS,0,1,1,8,1,3,0,1,-,15,19,1,15,W,0,1,2,10,11,14,14,15,15,-3,-3,-2,6,6,9,8,9,8,380802102,,,,,,,,,,
ATL,1,0,3,0,0,0,0,0,0,4,6,1,4,W,1,1,4,4,4,4,4,4,4,0,0,3,3,2,2,2,2,2,380802121,,,,,,,,,,
NYM,1,0,0,0,1,0,0,0,0,2,6,1,2,L,1,1,1,1,2,2,2,2,2,0,0,-3,-3,-2,-2,-2,-2,-2,380802121,,,,,,,,,,
BAL,1,0,0,0,2,2,0,0,3,8,14,0,8,L,1,1,1,1,3,5,5,5,8,-2,-9,-10,-12,-10,-10,-11,-12,-9,380802113,,,,,,,,,,
TEX,3,7,1,2,0,2,1,1,-,17,18,0,17,W,3,10,11,13,13,15,16,17,17,2,9,10,12,10,10,11,12,9,380802113,,,,,,,,,,
SD,0,0,0,0,0,3,1,2,0,6,15,0,6,W,0,0,0,0,0,3,4,6,6,0,0,0,0,-1,2,3,5,5,380802116,,,,,,,,,,
CHC,0,0,0,0,1,0,0,0,0,1,3,1,1,L,0,0,0,0,1,1,1,1,1,0,0,0,0,1,-2,-3,-5,-5,380802116,,,,,,,,,,
MIL,1,0,0,0,1,0,3,0,0,5,9,2,5,L,1,1,1,1,2,2,5,5,5,0,0,-5,-6,-8,-10,-16,-16,-16,380802119,,,,,,,,,,
LAD,1,0,5,1,3,2,9,0,-,21,18,0,21,W,1,1,6,7,10,12,21,21,21,0,0,5,6,8,10,16,16,16,380802119,,,,,,,,,,
SF,1,0,0,0,1,0,1,5,0,8,11,1,8,W,1,1,1,1,2,2,3,8,8,1,0,0,0,1,1,2,7,7,380802129,,,,,,,,,,
ARI,0,1,0,0,0,0,0,0,0,1,10,2,1,L,0,1,1,1,1,1,1,1,1,-1,0,0,0,-1,-1,-2,-7,-7,380802129,,,,,,,,,,
TOR,0,2,0,0,0,0,2,0,3,7,11,0,7,W,0,2,2,2,2,2,4,4,7,-2,0,0,0,0,0,2,1,4,380802112,,,,,,,,,,
SEA,2,0,0,0,0,0,0,1,0,3,10,2,3,L,2,2,2,2,2,2,2,3,3,2,0,0,0,0,0,-2,-1,-4,380802112,,,,,,,,,,
SD,0,0,0,1,0,0,0,1,2,4,8,0,4,L,0,0,0,1,1,1,1,2,4,0,-1,-2,-1,-2,-2,-3,-3,-1,380803116,,,,,,,,,,
CHC,0,1,1,0,1,0,1,1,-,5,10,1,5,W,0,1,2,2,3,3,4,5,5,0,1,2,1,2,2,3,3,1,380803116,,,,,,,,,,
MIA,0,0,0,0,0,0,0,1,0,1,6,1,1,L,0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-2,-4,-4,380803122,,,,,,,,,,
PHI,0,0,1,0,0,0,1,3,-,5,9,0,5,W,0,0,1,1,1,1,2,5,5,0,0,1,1,1,1,2,4,4,380803122,,,,,,,,,,
STL,1,1,0,0,3,0,0,1,0,6,15,0,6,L,1,2,2,2,5,5,5,6,6,-2,-1,-4,-4,-1,-1,-1,-1,-1,380803123,,,,,,,,,,
PIT,3,0,3,0,0,0,0,1,-,7,12,1,7,W,3,3,6,6,6,6,6,7,7,2,1,4,4,1,1,1,1,1,380803123,,,,,,,,,,
NYY,0,0,1,0,0,0,0,0,0,1,1,0,1,L,0,0,1,1,1,1,1,1,1,-3,-3,-2,-2,-3,-3,-3,-3,-3,380803102,,,,,,,,,,
BOS,3,0,0,0,1,0,0,0,-,4,7,0,4,W,3,3,3,3,4,4,4,4,4,3,3,2,2,3,3,3,3,3,380803102,,,,,,,,,,
LAA,2,0,1,0,0,0,0,4,0,7,10,0,7,W,2,2,3,3,3,3,3,7,7,0,-1,0,0,0,0,0,4,3,380803105,,,,,,,,,,
CLE,2,1,0,0,0,0,0,0,1,4,8,0,4,L,2,3,3,3,3,3,3,3,4,0,1,0,0,0,0,0,-4,-3,380803105,,,,,,,,,,
ATL,0,1,0,0,1,0,0,0,0,2,6,1,2,W,0,1,1,1,2,2,2,2,2,0,1,0,0,1,1,1,1,1,380803121,,,,,,,,,,
NYM,0,0,1,0,0,0,0,0,0,1,2,0,1,L,0,0,1,1,1,1,1,1,1,0,-1,0,0,-1,-1,-1,-1,-1,380803121,,,,,,,,,,
CHW,0,0,0,0,0,2,0,0,0,3,5,1,2,E,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,380803130,1,,,,,,,,,
TB,0,0,0,0,0,0,0,2,0,2,6,0,2,E,0,0,0,0,0,0,0,2,2,0,0,0,0,0,-2,-2,0,0,380803130,0,,,,,,,,,
BAL,0,0,0,0,2,1,0,0,0,3,10,2,3,L,0,0,0,0,2,3,3,3,3,-1,-1,-1,-8,-6,-5,-5,-8,-8,380803113,,,,,,,,,,
TEX,1,0,0,7,0,0,0,3,-,11,11,1,11,W,1,1,1,8,8,8,8,11,11,1,1,1,8,6,5,5,8,8,380803113,,,,,,,,,,
COL,0,0,0,0,1,2,0,0,0,3,6,0,3,L,0,0,0,0,1,3,3,3,3,-1,-1,-1,-1,0,1,1,1,-2,380803108,,,,,,,,,,
MIL,1,0,0,0,0,1,0,0,3,5,4,0,5,W,1,1,1,1,1,2,2,2,5,1,1,1,1,0,-1,-1,-1,2,380803108,,,,,,,,,,
KC,0,0,2,0,2,0,0,0,0,4,10,0,4,L,0,0,2,2,4,4,4,4,4,0,-3,-1,-1,-1,-2,-2,-2,-2,380803109,,,,,,,,,,
MIN,0,3,0,0,2,1,0,0,-,6,11,0,6,W,0,3,3,3,5,6,6,6,6,0,3,1,1,1,2,2,2,2,380803109,,,,,,,,,,
SF,1,0,2,0,0,0,0,0,0,3,9,0,3,L,1,1,3,3,3,3,3,3,3,-4,-5,-3,-3,-3,-3,-3,-3,-3,380803129,,,,,,,,,,
ARI,5,1,0,0,0,0,0,0,-,6,12,0,6,W,5,6,6,6,6,6,6,6,6,4,5,3,3,3,3,3,3,3,380803129,,,,,,,,,,
HOU,0,2,0,0,0,0,0,0,0,2,4,0,2,W,0,2,2,2,2,2,2,2,2,-1,1,1,1,1,1,1,1,1,380803119,,,,,,,,,,
LAD,1,0,0,0,0,0,0,0,0,1,4,1,1,L,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,380803119,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,0,0,6,0,0,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380803111,0,0,0,0,,,,,,
OAK,0,0,0,0,0,0,0,0,0,1,7,0,0,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380803111,0,0,0,1,,,,,,
TOR,1,0,0,1,2,0,0,0,3,7,11,2,7,W,1,1,1,2,4,4,4,4,7,1,1,1,1,3,3,3,3,5,380803112,,,,,,,,,,
SEA,0,0,0,1,0,0,0,0,1,2,6,1,2,L,0,0,0,1,1,1,1,1,2,-1,-1,-1,-1,-3,-3,-3,-3,-5,380803112,,,,,,,,,,
CIN,1,3,1,1,0,1,0,0,0,7,13,0,7,W,1,4,5,6,6,7,7,7,7,1,3,4,5,5,6,6,6,6,380804220,,,,,,,,,,
WSH,0,1,0,0,0,0,0,0,0,1,7,0,1,L,0,1,1,1,1,1,1,1,1,-1,-3,-4,-5,-5,-6,-6,-6,-6,380804220,,,,,,,,,,
SD,0,0,0,3,0,1,0,0,0,4,5,0,4,L,0,0,0,3,3,4,4,4,4,0,-5,-5,-2,-2,-1,-1,-1,-1,380804116,,,,,,,,,,
CHC,0,5,0,0,0,0,0,0,-,5,11,1,5,W,0,5,5,5,5,5,5,5,5,0,5,5,2,2,1,1,1,1,380804116,,,,,,,,,,
NYY,0,0,0,0,0,0,0,0,1,1,5,0,1,L,0,0,0,0,0,0,0,0,1,-2,-2,-2,-3,-3,-3,-4,-4,-3,380804102,,,,,,,,,,
BOS,2,0,0,1,0,0,1,0,-,4,6,0,4,W,2,2,2,3,3,3,4,4,4,2,2,2,3,3,3,4,4,3,380804102,,,,,,,,,,
CHW,0,0,0,1,0,0,0,0,1,2,5,0,2,W,0,0,0,1,1,1,1,1,2,0,-1,-1,0,0,0,0,0,1,380804130,,,,,,,,,,
TB,0,1,0,0,0,0,0,0,0,1,3,1,1,L,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,-1,380804130,,,,,,,,,,
MIA,0,0,0,0,1,0,0,2,0,3,4,1,3,L,0,0,0,0,1,1,1,3,3,-3,-3,-5,-5,-5,-7,-7,-5,-5,380804122,,,,,,,,,,
PHI,3,0,2,0,1,2,0,0,-,8,11,0,8,W,3,3,5,5,6,8,8,8,8,3,3,5,5,5,7,7,5,5,380804122,,,,,,,,,,
STL,0,0,3,1,2,1,0,0,1,8,14,0,8,W,0,0,3,4,6,7,7,7,8,0,-1,2,0,2,3,3,3,4,380804123,,,,,,,,,,
PIT,0,1,0,3,0,0,0,0,0,4,8,1,4,L,0,1,1,4,4,4,4,4,4,0,1,-2,0,-2,-3,-3,-3,-4,380804123,,,,,,,,,,
CIN,1,0,0,1,0,0,0,0,0,2,6,0,2,L,1,1,1,2,2,2,2,2,2,0,-1,-2,-2,-4,-4,-4,-4,-4,380804320,,,,,,,,,,
WSH,1,1,1,1,2,0,0,0,-,6,10,0,6,W,1,2,3,4,6,6,6,6,6,0,1,2,2,4,4,4,4,4,380804320,,,,,,,,,,
LAA,0,0,0,0,0,0,0,0,0,0,3,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-3,-3,380804105,,,,,,,,,,
CLE,0,0,0,0,0,2,1,0,-,3,4,0,3,W,0,0,0,0,0,2,3,3,3,0,0,0,0,0,2,3,3,3,380804105,,,,,,,,,,
COL,0,0,0,2,0,0,0,0,2,4,7,0,4,L,0,0,0,2,2,2,2,2,4,-6,-6,-7,-5,-5,-6,-6,-6,-4,380804108,,,,,,,,,,
MIL,6,0,1,0,0,1,0,0,-,8,10,0,8,W,6,6,7,7,7,8,8,8,8,6,6,7,5,5,6,6,6,4,380804108,,,,,,,,,,
KC,0,0,2,0,0,0,0,0,0,2,6,0,2,L,0,0,2,2,2,2,2,2,2,-1,-1,1,-1,-2,-4,-6,-6,-6,380804109,,,,,,,,,,
MIN,1,0,0,2,1,2,2,0,-,8,11,0,8,W,1,1,1,3,4,6,8,8,8,1,1,-1,1,2,4,6,6,6,380804109,,,,,,,,,,
ATL,0,0,0,0,0,0,0,0,0,0,5,0,0,L,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-3,-3,-3,-3,380804121,,,,,,,,,,
NYM,0,1,0,0,0,2,0,0,-,3,9,0,3,W,0,1,1,1,1,3,3,3,3,0,1,1,1,1,3,3,3,3,380804121,,,,,,,,,,
BAL,0,0,0,0,0,0,1,0,0,1,5,1,1,L,0,0,0,0,0,0,1,1,1,0,0,0,-2,-2,-2,-1,-2,-2,380804113,,,,,,,,,,
TEX,0,0,0,2,0,0,0,1,-,3,8,0,3,W,0,0,0,2,2,2,2,3,3,0,0,0,2,2,2,1,2,2,380804113,,,,,,,,,,
SF,0,0,1,1,0,0,0,0,1,3,11,0,3,L,0,0,1,2,2,2,2,2,3,-5,-5,-4,-3,-6,-6,-6,-7,-6,380804129,,,,,,,,,,
ARI,5,0,0,0,3,0,0,1,-,9,12,0,9,W,5,5,5,5,8,8,8,9,9,5,5,4,3,6,6,6,7,6,380804129,,,,,,,,,,
DET,1,0,0,0,0,0,0,0,0,1,7,1,1,L,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,380804111,,,,,,,,,,
OAK,0,0,2,0,0,0,0,0,-,2,6,1,2,W,0,0,2,2,2,2,2,2,2,-1,-1,1,1,1,1,1,1,1,380804111,,,,,,,,,,
HOU,0,1,0,0,0,4,0,7,2,14,13,0,14,W,0,1,1,1,1,5,5,12,14,0,1,1,1,1,5,5,12,14,380804119,,,,,,,,,,
LAD,0,0,0,0,0,0,0,0,0,0,3,0,0,L,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-5,-5,-12,-14,380804119,,,,,,,,,,
TOR,0,0,2,0,1,0,0,1,1,5,12,0,5,W,0,0,2,2,3,3,3,4,5,0,0,2,2,3,3,3,3,4,380804112,,,,,,,,,,
SEA,0,0,0,0,0,0,0,1,0,1,3,0,1,L,0,0,0,0,0,0,0,1,1,0,0,-2,-2,-3,-3,-3,-3,-4,380804112,,,,,,,,,,
LAA,0,0,0,0,2,0,0,0,1,3,11,1,3,L,0,0,0,0,2,2,2,2,3,-3,-3,-3,-3,-1,-2,-2,-2,-1,380805105,,,,,,,,,,
CLE,3,0,0,0,0,1,0,0,-,4,7,0,4,W,3,3,3,3,3,4,4,4,4,3,3,3,3,1,2,2,2,1,380805105,,,,,,,,,,
ATL,0,0,0,0,1,0,2,0,1,5,12,0,4,E,0,0,0,0,1,1,3,3,4,-1,-1,-2,-3,-2,-2,0,0,0,380805121,1,,,,,,,,,
NYM,1,0,1,1,0,0,0,0,1,4,9,0,4,E,1,1,2,3,3,3,3,3,4,1,1,2,3,2,2,0,0,0,380805121,0,,,,,,,,,
CHW,0,1,0,2,2,0,1,0,2,8,10,1,8,W,0,1,1,3,5,5,6,6,8,-1,0,-2,0,1,1,0,0,1,380805130,,,,,,,,,,
TB,1,0,2,0,1,0,2,0,1,7,11,0,7,L,1,1,3,3,4,4,6,6,7,1,0,2,0,-1,-1,0,0,-1,380805130,,,,,,,,,,
CIN,0,0,0,1,0,0,0,0,0,1,7,0,1,L,0,0,0,1,1,1,1,1,1,0,-1,-2,-1,-1,-1,-1,-1,-1,380805120,,,,,,,,,,
WSH,0,1,1,0,0,0,0,0,-,2,8,0,2,W,0,1,2,2,2,2,2,2,2,0,1,2,1,1,1,1,1,1,380805120,,,,,,,,,,
MIA,0,0,0,0,0,0,3,0,0,3,9,0,3,L,0,0,0,0,0,0,3,3,3,0,0,0,0,0,-3,0,-2,-2,380805122,,,,,,,,,,
PHI,0,0,0,0,0,3,0,2,-,5,6,1,5,W,0,0,0,0,0,3,3,5,5,0,0,0,0,0,3,0,2,2,380805122,,,,,,,,,,
STL,0,0,0,0,2,0,0,0,0,2,10,0,2,W,0,0,0,0,2,2,2,2,2,0,0,0,0,2,2,1,1,1,380805123,,,,,,,,,,
PIT,0,0,0,0,0,0,1,0,0,1,5,1,1,L,0,0,0,0,0,0,1,1,1,0,0,0,0,-2,-2,-1,-1,-1,380805123,,,,,,,,,,
COL,0,0,0,0,3,0,0,0,1,5,7,1,4,E,0,0,0,0,3,3,3,3,4,0,-1,-1,-1,2,2,2,2,0,380805108,0,1,,,,,,,,
MIL,0,1,0,0,0,0,0,0,3,4,9,2,4,E,0,1,1,1,1,1,1,1,4,0,1,1,1,-2,-2,-2,-2,0,380805108,0,0,,,,,,,,
KC,2,0,0,0,1,0,2,0,0,5,12,0,5,L,2,2,2,2,3,3,5,5,5,2,-2,-2,-4,-3,-3,-1,-1,-1,380805109,,,,,,,,,,
MIN,0,4,0,2,0,0,0,0,-,6,11,1,6,W,0,4,4,6,6,6,6,6,6,-2,2,2,4,3,3,1,1,1,380805109,,,,,,,,,,
SD,1,3,0,1,0,0,0,1,4,10,15,2,10,W,1,4,4,5,5,5,5,6,10,1,4,3,4,2,2,0,1,4,380805116,,,,,,,,,,
CHC,0,0,1,0,2,0,2,0,1,6,12,0,6,L,0,0,1,1,3,3,5,5,6,-1,-4,-3,-4,-2,-2,0,-1,-4,380805116,,,,,,,,,,
SD,1,3,0,1,0,0,0,1,4,10,15,2,10,W,1,4,4,5,5,5,5,6,10,1,4,3,4,2,2,0,1,4,400984570,,,,,,,,,,
CHC,0,0,1,0,2,0,2,0,1,6,12,0,6,L,0,0,1,1,3,3,5,5,6,-1,-4,-3,-4,-2,-2,0,-1,-4,400984570,,,,,,,,,,
