Team,1,2,3,4,5,6,7,8,9,R,H,E,R-9,W-L,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,Game_ID,10,11,12,13,14,15,16,17,18,19
BAL,1,3,2,0,1,0,2,0,0,9,11,0,9,W,1,4,6,6,7,7,9,9,9,-1,-1,1,1,2,2,4,3,3,380805113,,,,,,,,,,
TEX,2,3,0,0,0,0,0,1,0,6,6,0,6,L,2,5,5,5,5,5,5,6,6,1,1,-1,-1,-2,-2,-4,-3,-3,380805113,,,,,,,,,,
SF,0,0,1,0,0,1,0,1,0,3,8,0,3,W,0,0,1,1,1,2,2,3,3,0,-1,0,-1,-1,0,0,1,1,380805129,,,,,,,,,,
ARI,0,1,0,1,0,0,0,0,0,2,4,0,2,L,0,1,1,2,2,2,2,2,2,0,1,0,1,1,0,0,-1,-1,380805129,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,0,0,5,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-4,-6,-6,380805111,,,,,,,,,,
OAK,0,0,0,2,0,0,2,2,-,6,8,1,6,W,0,0,0,2,2,2,4,6,6,0,0,0,2,2,2,4,6,6,380805111,,,,,,,,,,
TOR,0,0,0,0,1,0,2,0,0,3,9,0,3,L,0,0,0,0,1,1,3,3,3,0,0,-2,-2,-1,-2,-3,-3,-3,380805112,,,,,,,,,,
SEA,0,0,2,0,0,1,3,0,-,6,10,1,6,W,0,0,2,2,2,3,6,6,6,0,0,2,2,1,2,3,3,3,380805112,,,,,,,,,,
HOU,1,0,0,0,1,0,0,0,0,2,5,0,2,L,1,1,1,1,2,2,2,2,2,-1,-1,-2,-2,-1,-1,-1,-1,-1,380805119,,,,,,,,,,
LAD,2,0,1,0,0,0,0,0,-,3,7,0,3,W,2,2,3,3,3,3,3,3,3,1,1,2,2,1,1,1,1,1,380805119,,,,,,,,,,
NYY,0,0,0,0,0,0,4,0,0,4,6,2,4,E,0,0,0,0,0,0,4,4,4,0,0,0,0,-1,-1,3,3,0,380805102,0,,,,,,,,,
BOS,0,0,0,0,1,0,0,0,3,5,10,1,4,E,0,0,0,0,1,1,1,1,4,0,0,0,0,1,1,-3,-3,0,380805102,1,,,,,,,,,
MIN,0,0,0,0,0,0,0,0,0,0,3,1,0,L,0,0,0,0,0,0,0,0,0,-2,-2,-2,-6,-6,-7,-10,-10,-10,380806105,,,,,,,,,,
CLE,2,0,0,4,0,1,3,0,-,10,11,0,10,W,2,2,2,6,6,7,10,10,10,2,2,2,6,6,7,10,10,10,380806105,,,,,,,,,,
CIN,0,0,0,0,0,0,4,0,0,4,7,0,4,L,0,0,0,0,0,0,4,4,4,-3,-3,-3,-5,-5,-6,-2,-2,-2,380806121,,,,,,,,,,
NYM,3,0,0,2,0,1,0,0,-,6,16,0,6,W,3,3,3,5,5,6,6,6,6,3,3,3,5,5,6,2,2,2,380806121,,,,,,,,,,
STL,0,0,0,0,0,0,0,0,1,1,7,0,1,L,0,0,0,0,0,0,0,0,1,-1,-1,-1,-2,-2,-2,-2,-2,-1,380806128,,,,,,,,,,
MIA,1,0,0,1,0,0,0,0,-,2,8,1,2,W,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,380806128,,,,,,,,,,
STL,0,0,0,0,0,0,0,0,1,1,7,0,1,L,0,0,0,0,0,0,0,0,1,-1,-1,-1,-2,-2,-2,-2,-2,-1,400984583,,,,,,,,,,
MIA,1,0,0,1,0,0,0,0,-,2,8,1,2,W,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,400984583,,,,,,,,,,
NYY,0,0,0,2,2,0,0,3,0,7,10,0,7,W,0,0,0,2,4,4,4,7,7,0,0,0,2,4,4,4,7,7,380806104,,,,,,,,,,
CHW,0,0,0,0,0,0,0,0,0,0,3,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,-4,-4,-7,-7,380806104,,,,,,,,,,
SEA,0,0,0,1,0,2,0,0,0,4,14,1,3,E,0,0,0,1,1,3,3,3,3,0,0,0,1,1,3,0,0,0,380806113,0,0,1,,,,,,,
TEX,0,0,0,0,0,0,3,0,0,3,6,1,3,E,0,0,0,0,0,0,3,3,3,0,0,0,-1,-1,-3,0,0,0,380806113,0,0,0,,,,,,,
CHC,0,0,0,1,0,1,0,1,0,3,9,0,3,W,0,0,0,1,1,2,2,3,3,0,-1,-1,0,0,1,1,2,2,380806107,,,,,,,,,,
KC,0,1,0,0,0,0,0,0,0,1,8,0,1,L,0,1,1,1,1,1,1,1,1,0,1,1,0,0,-1,-1,-2,-2,380806107,,,,,,,,,,
PIT,0,0,0,0,0,0,0,0,0,0,2,1,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,380806127,,,,,,,,,,
COL,0,0,0,0,2,0,0,0,-,2,5,0,2,W,0,0,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,380806127,,,,,,,,,,
PHI,0,0,0,0,0,0,2,0,0,2,7,0,2,E,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,380806129,0,0,0,0,0,,,,,
ARI,0,0,0,0,0,0,0,0,2,3,12,0,2,E,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-2,-2,0,380806129,0,0,0,0,1,,,,,
DET,1,0,0,0,0,1,0,0,0,2,3,0,2,L,1,1,1,1,1,2,2,2,2,1,0,0,-2,-3,-2,-4,-4,-4,380806103,,,,,,,,,,
LAA,0,1,0,2,1,0,2,0,-,6,8,0,6,W,0,1,1,3,4,4,6,6,6,-1,0,0,2,3,2,4,4,4,380806103,,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,3,3,4,0,3,W,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-1,-1,-1,2,380806126,,,,,,,,,,
SF,0,0,0,0,0,1,0,0,0,1,4,0,1,L,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,-2,380806126,,,,,,,,,,
ATL,0,0,0,1,0,1,0,0,1,3,7,0,3,L,0,0,0,1,1,2,2,2,3,0,0,0,-3,-3,-6,-6,-6,-5,380807220,,,,,,,,,,
WSH,0,0,0,4,0,4,0,0,-,8,11,1,8,W,0,0,0,4,4,8,8,8,8,0,0,0,3,3,6,6,6,5,380807220,,,,,,,,,,
HOU,0,0,0,0,0,0,0,2,0,2,9,0,2,W,0,0,0,0,0,0,0,2,2,0,-1,-1,-1,-1,-1,-1,1,1,380807126,,,,,,,,,,
SF,0,1,0,0,0,0,0,0,0,1,4,0,1,L,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,380807126,,,,,,,,,,
BOS,0,0,0,1,0,0,0,4,0,10,9,2,5,E,0,0,0,1,1,1,1,5,5,0,0,-2,-1,-1,-1,-2,1,0,380807114,5,,,,,,,,,
TOR,0,0,2,0,0,0,1,1,1,7,13,1,5,E,0,0,2,2,2,2,3,4,5,0,0,2,1,1,1,2,-1,0,380807114,2,,,,,,,,,
ATL,0,0,0,0,0,1,0,0,2,3,7,0,3,W,0,0,0,0,0,1,1,1,3,-1,-1,-1,-1,-1,0,0,0,2,380807320,,,,,,,,,,
WSH,1,0,0,0,0,0,0,0,0,1,7,0,1,L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-2,380807320,,,,,,,,,,
MIN,0,3,0,0,0,0,0,0,0,3,11,0,3,W,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,1,1,380807105,,,,,,,,,,
CLE,0,0,0,0,0,0,0,2,0,2,6,0,2,L,0,0,0,0,0,0,0,2,2,0,-3,-3,-3,-3,-3,-3,-1,-1,380807105,,,,,,,,,,
CIN,3,0,2,0,0,0,0,0,1,6,10,0,6,W,3,3,5,5,5,5,5,5,6,3,2,4,4,4,4,4,4,5,380807121,,,,,,,,,,
NYM,0,1,0,0,0,0,0,0,0,1,4,0,1,L,0,1,1,1,1,1,1,1,1,-3,-2,-4,-4,-4,-4,-4,-4,-5,380807121,,,,,,,,,,
STL,0,0,0,0,0,0,2,1,0,3,7,0,3,W,0,0,0,0,0,0,2,3,3,-1,-1,-1,-1,-2,-2,0,1,1,380807128,,,,,,,,,,
MIA,1,0,0,0,1,0,0,0,0,2,6,0,2,L,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,0,-1,-1,380807128,,,,,,,,,,
BAL,0,0,0,1,1,1,0,0,0,3,7,1,3,L,0,0,0,1,2,3,3,3,3,-1,-1,-1,0,1,2,2,0,-1,380807130,,,,,,,,,,
TB,1,0,0,0,0,0,0,2,1,4,6,0,4,W,1,1,1,1,1,1,1,3,4,1,1,1,0,-1,-2,-2,0,1,380807130,,,,,,,,,,
SEA,0,2,1,0,1,0,0,0,0,4,9,2,4,L,0,2,3,3,4,4,4,4,4,0,2,-1,-2,-4,-7,-7,-7,-7,380807113,,,,,,,,,,
TEX,0,0,4,1,3,3,0,0,-,11,10,1,11,W,0,0,4,5,8,11,11,11,11,0,-2,1,2,4,7,7,7,7,380807113,,,,,,,,,,
NYY,0,0,0,0,0,0,1,0,0,4,8,0,1,E,0,0,0,0,0,0,1,1,1,0,0,-1,-1,-1,-1,0,0,0,380807104,2,0,0,1,,,,,,
CHW,0,0,1,0,0,0,0,0,0,3,6,0,1,E,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,380807104,2,0,0,0,,,,,,
SD,0,0,2,1,1,1,2,2,2,11,14,0,11,W,0,0,2,3,4,5,7,9,11,-4,-4,-3,-2,-1,0,2,4,6,380807108,,,,,,,,,,
MIL,4,0,1,0,0,0,0,0,0,5,8,2,5,L,4,4,5,5,5,5,5,5,5,4,4,3,2,1,0,-2,-4,-6,380807108,,,,,,,,,,
CHC,2,0,0,0,2,0,0,1,0,5,9,0,5,W,2,2,2,2,4,4,4,5,5,2,2,2,2,4,4,4,5,5,380807107,,,,,,,,,,
KC,0,0,0,0,0,0,0,0,0,0,6,0,0,L,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-4,-4,-4,-5,-5,380807107,,,,,,,,,,
PIT,1,0,0,4,5,0,0,0,0,10,10,0,10,W,1,1,1,5,10,10,10,10,10,1,1,1,5,10,8,8,8,8,380807127,,,,,,,,,,
COL,0,0,0,0,0,2,0,0,0,2,10,1,2,L,0,0,0,0,0,2,2,2,2,-1,-1,-1,-5,-10,-8,-8,-8,-8,380807127,,,,,,,,,,
PHI,0,0,1,0,0,0,0,4,0,5,6,1,5,W,0,0,1,1,1,1,1,5,5,0,0,1,1,1,1,1,3,3,380807129,,,,,,,,,,
ARI,0,0,0,0,0,0,0,2,0,2,9,2,2,L,0,0,0,0,0,0,0,2,2,0,0,-1,-1,-1,-1,-1,-3,-3,380807129,,,,,,,,,,
LAD,1,1,1,0,0,0,1,0,0,4,9,0,4,W,1,2,3,3,3,3,4,4,4,1,2,3,3,3,1,2,2,2,380807111,,,,,,,,,,
OAK,0,0,0,0,0,2,0,0,0,2,4,0,2,L,0,0,0,0,0,2,2,2,2,-1,-2,-3,-3,-3,-1,-2,-2,-2,380807111,,,,,,,,,,
DET,2,1,0,0,2,0,0,0,0,5,9,1,5,L,2,3,3,3,5,5,5,5,5,-5,-4,-4,-4,-2,-5,-6,-6,-6,380807103,,,,,,,,,,
LAA,7,0,0,0,0,3,1,0,-,11,13,0,11,W,7,7,7,7,7,10,11,11,11,5,4,4,4,2,5,6,6,6,380807103,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,0,0,7,1,0,L,0,0,0,0,0,0,0,0,0,0,-1,-1,-3,-5,-5,-5,-8,-8,380808121,,,,,,,,,,
NYM,0,1,0,2,2,0,0,3,-,8,8,1,8,W,0,1,1,3,5,5,5,8,8,0,1,1,3,5,5,5,8,8,380808121,,,,,,,,,,
SEA,1,0,0,0,1,0,4,0,1,7,9,1,7,L,1,1,1,1,2,2,6,6,7,-1,-1,-4,-4,-5,-5,-5,-5,-4,380808113,,,,,,,,,,
TEX,2,0,3,0,2,0,4,0,-,11,19,2,11,W,2,2,5,5,7,7,11,11,11,1,1,4,4,5,5,5,5,4,380808113,,,,,,,,,,
PIT,2,0,1,0,0,0,0,1,0,4,11,0,4,W,2,2,3,3,3,3,3,4,4,2,2,3,1,1,1,1,1,1,380808127,,,,,,,,,,
COL,0,0,0,2,0,0,0,1,0,3,9,2,3,L,0,0,0,2,2,2,2,3,3,-2,-2,-3,-1,-1,-1,-1,-1,-1,380808127,,,,,,,,,,
PHI,0,0,0,0,0,0,0,0,0,0,4,1,0,L,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-4,-4,-6,-6,-6,380808129,,,,,,,,,,
ARI,0,0,3,1,0,0,2,0,-,6,13,0,6,W,0,0,3,4,4,4,6,6,6,0,0,3,4,4,4,6,6,6,380808129,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,0,0,5,0,0,L,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-5,-6,-6,-6,-6,380808103,,,,,,,,,,
LAA,2,0,0,0,3,1,0,0,-,6,10,0,6,W,2,2,2,2,5,6,6,6,6,2,2,2,2,5,6,6,6,6,380808103,,,,,,,,,,
ATL,0,3,0,4,0,0,1,0,0,8,12,2,8,W,0,3,3,7,7,7,8,8,8,-1,2,2,6,5,4,5,5,5,380808120,,,,,,,,,,
WSH,1,0,0,0,1,1,0,0,0,3,10,0,3,L,1,1,1,1,2,3,3,3,3,1,-2,-2,-6,-5,-4,-5,-5,-5,380808120,,,,,,,,,,
BAL,2,0,0,1,0,0,0,0,2,5,7,5,5,W,2,2,2,3,3,3,3,3,5,0,0,0,1,1,1,0,-1,1,380808130,,,,,,,,,,
TB,2,0,0,0,0,0,1,1,0,4,7,0,4,L,2,2,2,2,2,2,3,4,4,0,0,0,-1,-1,-1,0,1,-1,380808130,,,,,,,,,,
BOS,0,0,4,0,1,2,1,2,0,10,12,1,10,W,0,0,4,4,5,7,8,10,10,0,0,4,4,5,5,3,5,5,380808114,,,,,,,,,,
TOR,0,0,0,0,0,2,3,0,0,5,9,0,5,L,0,0,0,0,0,2,5,5,5,0,0,-4,-4,-5,-5,-3,-5,-5,380808114,,,,,,,,,,
MIN,0,0,0,1,0,0,0,0,1,2,8,3,2,L,0,0,0,1,1,1,1,1,2,-1,-1,-1,0,-1,-1,-1,-1,-3,380808105,,,,,,,,,,
CLE,1,0,0,0,1,0,0,0,3,5,8,0,5,W,1,1,1,1,2,2,2,2,5,1,1,1,0,1,1,1,1,3,380808105,,,,,,,,,,
STL,1,0,0,0,0,2,0,2,2,7,9,0,7,W,1,1,1,1,1,3,3,5,7,1,0,0,0,0,2,2,4,6,380808128,,,,,,,,,,
MIA,0,1,0,0,0,0,0,0,0,1,3,0,1,L,0,1,1,1,1,1,1,1,1,-1,0,0,0,0,-2,-2,-4,-6,380808128,,,,,,,,,,
NYY,0,6,0,0,1,0,0,0,0,7,7,0,7,W,0,6,6,6,7,7,7,7,7,-2,4,4,4,4,4,4,4,4,380808104,,,,,,,,,,
CHW,2,0,0,0,1,0,0,0,0,3,9,1,3,L,2,2,2,2,3,3,3,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,380808104,,,,,,,,,,
SD,0,0,0,0,1,2,1,0,0,4,9,0,4,L,0,0,0,0,1,3,4,4,4,-5,-6,-6,-6,-6,-5,-4,-4,-4,380808108,,,,,,,,,,
MIL,5,1,0,0,1,1,0,0,-,8,14,1,8,W,5,6,6,6,7,8,8,8,8,5,6,6,6,6,5,4,4,4,380808108,,,,,,,,,,
CHC,0,0,0,0,0,0,0,0,0,0,3,1,0,L,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-5,-9,-9,380808107,,,,,,,,,,
KC,0,2,0,0,0,0,3,4,-,9,9,0,9,W,0,2,2,2,2,2,5,9,9,0,2,2,2,2,2,5,9,9,380808107,,,,,,,,,,
LAD,0,0,0,0,1,0,1,0,0,2,7,1,2,L,0,0,0,0,1,1,2,2,2,0,0,0,-2,-1,-1,0,-1,-1,380808111,,,,,,,,,,
OAK,0,0,0,2,0,0,0,1,-,3,8,0,3,W,0,0,0,2,2,2,2,3,3,0,0,0,2,1,1,0,1,1,380808111,,,,,,,,,,
ATL,0,1,0,0,0,0,0,1,1,3,10,0,3,L,0,1,1,1,1,1,1,2,3,0,1,-1,-2,-2,-3,-3,-4,-3,380809120,,,,,,,,,,
WSH,0,0,2,1,0,1,0,2,-,6,11,0,6,W,0,0,2,3,3,4,4,6,6,0,-1,1,2,2,3,3,4,3,380809120,,,,,,,,,,
MIN,0,0,0,0,1,3,0,0,0,4,7,1,4,L,0,0,0,0,1,4,4,4,4,0,-3,-3,-4,-3,0,0,0,-1,380809105,,,,,,,,,,
CLE,0,3,0,1,0,0,0,0,1,5,6,1,5,W,0,3,3,4,4,4,4,4,5,0,3,3,4,3,0,0,0,1,380809105,,,,,,,,,,
SD,0,0,0,1,0,1,0,0,6,8,13,2,8,W,0,0,0,1,1,2,2,2,8,0,-1,-1,-3,-3,-2,-2,-2,4,380809108,,,,,,,,,,
MIL,0,1,0,3,0,0,0,0,0,4,10,0,4,L,0,1,1,4,4,4,4,4,4,0,1,1,3,3,2,2,2,-4,380809108,,,,,,,,,,
TEX,0,0,0,1,2,0,0,0,0,3,5,1,3,L,0,0,0,1,3,3,3,3,3,-2,-2,-2,-4,-3,-4,-4,-4,-4,380809110,,,,,,,,,,
NYY,2,0,0,3,1,1,0,0,-,7,9,0,7,W,2,2,2,5,6,7,7,7,7,2,2,2,4,3,4,4,4,4,380809110,,,,,,,,,,
BOS,2,0,0,0,2,0,0,0,1,5,10,1,5,L,2,2,2,2,4,4,4,4,5,0,-1,-2,-2,-3,-4,-4,-4,-3,380809114,,,,,,,,,,
TOR,2,1,1,0,3,1,0,0,-,8,12,0,8,W,2,3,4,4,7,8,8,8,8,0,1,2,2,3,4,4,4,3,380809114,,,,,,,,,,
BAL,0,3,0,0,0,0,1,0,0,4,8,0,4,L,0,3,3,3,3,3,4,4,4,0,3,2,1,1,0,-1,-1,-1,380809130,,,,,,,,,,
TB,0,0,1,1,0,1,2,0,-,5,6,0,5,W,0,0,1,2,2,3,5,5,5,0,-3,-2,-1,-1,0,1,1,1,380809130,,,,,,,,,,
SEA,3,3,0,0,0,2,0,0,0,8,14,1,8,W,3,6,6,6,6,8,8,8,8,3,6,4,4,4,4,3,3,2,380809118,,,,,,,,,,
HOU,0,0,2,0,0,2,1,0,1,6,9,0,6,L,0,0,2,2,2,4,5,5,6,-3,-6,-4,-4,-4,-4,-3,-3,-2,380809118,,,,,,,,,,
LAD,0,1,0,0,0,0,2,2,3,8,13,0,8,W,0,1,1,1,1,1,3,5,8,0,1,1,0,0,0,-2,0,3,380809127,,,,,,,,,,
COL,0,0,0,1,0,0,4,0,0,5,10,1,5,L,0,0,0,1,1,1,5,5,5,0,-1,-1,0,0,0,2,0,-3,380809127,,,,,,,,,,
PIT,0,3,0,0,0,0,5,2,0,10,14,1,10,W,0,3,3,3,3,3,8,10,10,0,3,3,3,1,1,6,8,5,380809126,,,,,,,,,,
SF,0,0,0,0,2,0,0,0,3,5,6,2,5,L,0,0,0,0,2,2,2,2,5,0,-3,-3,-3,-1,-1,-6,-8,-5,380809126,,,,,,,,,,
WSH,1,1,0,0,0,0,0,0,0,2,9,0,2,L,1,2,2,2,2,2,2,2,2,1,2,2,2,2,0,-1,-1,-1,380810116,,,,,,,,,,
CHC,0,0,0,0,0,2,1,0,-,3,4,1,3,W,0,0,0,0,0,2,3,3,3,-1,-2,-2,-2,-2,0,1,1,1,380810116,,,,,,,,,,
BOS,3,0,0,2,0,6,3,5,0,19,16,1,19,W,3,3,3,5,5,11,14,19,19,3,-1,-5,-3,-3,1,4,8,7,380810101,,,,,,,,,,
BAL,0,4,4,0,0,2,0,1,1,12,17,0,12,L,0,4,8,8,8,10,10,11,12,-3,1,5,3,3,-1,-4,-8,-7,380810101,,,,,,,,,,
TEX,0,0,0,3,2,4,1,2,0,12,14,0,12,W,0,0,0,3,5,9,10,12,12,0,0,0,3,4,5,5,5,5,380810110,,,,,,,,,,
NYY,0,0,0,0,1,3,1,2,0,7,10,1,7,L,0,0,0,0,1,4,5,7,7,0,0,0,-3,-4,-5,-5,-5,-5,380810110,,,,,,,,,,
TB,0,0,2,0,2,1,2,0,0,7,9,0,7,W,0,0,2,2,4,5,7,7,7,0,0,2,2,4,5,7,7,7,380810114,,,,,,,,,,
TOR,0,0,0,0,0,0,0,0,0,0,3,0,0,L,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,-5,-7,-7,-7,380810114,,,,,,,,,,
MIN,0,0,1,0,0,1,0,0,1,3,10,0,3,L,0,0,1,1,1,2,2,2,3,0,0,0,-2,-4,-3,-3,-3,-2,380810106,,,,,,,,,,
DET,0,0,1,2,2,0,0,0,-,5,4,2,5,W,0,0,1,3,5,5,5,5,5,0,0,0,2,4,3,3,3,2,380810106,,,,,,,,,,
ARI,0,0,0,0,0,0,0,0,0,0,5,1,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-3,-3,380810117,,,,,,,,,,
CIN,0,0,0,0,0,1,2,0,-,3,9,0,3,W,0,0,0,0,0,1,3,3,3,0,0,0,0,0,1,3,3,3,380810117,,,,,,,,,,
NYM,0,0,1,0,0,3,0,2,0,6,13,1,6,W,0,0,1,1,1,4,4,6,6,0,0,1,1,1,4,2,4,4,380810128,,,,,,,,,,
MIA,0,0,0,0,0,0,2,0,0,2,4,0,2,L,0,0,0,0,0,0,2,2,2,0,0,-1,-1,-1,-4,-2,-4,-4,380810128,,,,,,,,,,
MIL,0,0,0,0,0,1,0,0,0,1,6,0,1,L,0,0,0,0,0,1,1,1,1,-3,-3,-5,-7,-7,-9,-9,-9,-9,380810115,,,,,,,,,,
ATL,3,0,2,2,0,3,0,0,-,10,13,0,10,W,3,3,5,7,7,10,10,10,10,3,3,5,7,7,9,9,9,9,380810115,,,,,,,,,,
CLE,0,0,0,0,0,0,0,0,0,0,5,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,380810104,,,,,,,,,,
CHW,0,0,0,0,0,0,0,0,1,1,5,1,1,W,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,380810104,,,,,,,,,,
SEA,0,0,0,0,0,2,0,3,0,5,7,0,5,W,0,0,0,0,0,2,2,5,5,0,0,0,0,-2,0,0,3,3,380810118,,,,,,,,,,
HOU,0,0,0,0,2,0,0,0,0,2,9,0,2,L,0,0,0,0,2,2,2,2,2,0,0,0,0,2,0,0,-3,-3,380810118,,,,,,,,,,
STL,0,5,0,0,0,1,1,0,0,7,12,1,7,W,0,5,5,5,5,6,7,7,7,0,5,5,5,5,6,7,7,7,380810107,,,,,,,,,,
KC,0,0,0,0,0,0,0,0,0,0,7,0,0,L,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-6,-7,-7,-7,380810107,,,,,,,,,,
LAD,1,0,0,2,1,0,0,0,0,4,10,2,4,L,1,1,1,3,4,4,4,4,4,-1,-1,-2,0,1,1,-1,-1,-1,380810127,,,,,,,,,,
COL,2,0,1,0,0,0,2,0,-,5,9,0,5,W,2,2,3,3,3,3,5,5,5,1,1,2,0,-1,-1,1,1,1,380810127,,,,,,,,,,
OAK,3,0,0,0,0,0,0,0,0,3,6,1,3,L,3,3,3,3,3,3,3,3,3,3,3,1,1,1,-1,-1,-1,-1,380810103,,,,,,,,,,
LAA,0,0,2,0,0,2,0,0,-,4,7,0,4,W,0,0,2,2,2,4,4,4,4,-3,-3,-1,-1,-1,1,1,1,1,380810103,,,,,,,,,,
PHI,0,0,0,0,0,0,0,0,0,0,8,0,0,L,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-2,-2,380810125,,,,,,,,,,
SD,0,1,0,1,0,0,0,0,-,2,7,0,2,W,0,1,1,2,2,2,2,2,2,0,1,1,2,2,2,2,2,2,380810125,,,,,,,,,,
PIT,0,1,0,1,1,0,4,2,1,10,17,0,10,L,0,1,1,2,3,3,7,9,10,-3,-2,-6,-8,-8,-8,-5,-4,-3,380810126,,,,,,,,,,
SF,3,0,4,3,1,0,1,1,-,13,16,0,13,W,3,3,7,10,11,11,12,13,13,3,2,6,8,8,8,5,4,3,380810126,,,,,,,,,,
BOS,0,0,0,0,3,1,0,0,1,5,9,0,5,W,0,0,0,0,3,4,4,4,5,0,0,0,0,3,4,4,4,5,380811201,,,,,,,,,,
BAL,0,0,0,0,0,0,0,0,0,0,5,1,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-4,-4,-5,380811201,,,,,,,,,,
TEX,0,0,1,0,0,0,2,0,0,3,8,0,3,L,0,0,1,1,1,1,3,3,3,-2,-2,-1,-1,-1,-2,-2,-2,-2,380811110,,,,,,,,,,
NYY,2,0,0,0,0,1,2,0,-,5,8,0,5,W,2,2,2,2,2,3,5,5,5,2,2,1,1,1,2,2,2,2,380811110,,,,,,,,,,
WSH,2,0,1,6,0,0,0,0,0,9,13,0,9,W,2,2,3,9,9,9,9,9,9,2,2,2,8,8,8,8,7,5,380811116,,,,,,,,,,
CHC,0,0,1,0,0,0,0,1,2,4,11,1,4,L,0,0,1,1,1,1,1,2,4,-2,-2,-2,-8,-8,-8,-8,-7,-5,380811116,,,,,,,,,,
TB,1,1,0,0,0,0,0,0,1,3,10,0,3,W,1,2,2,2,2,2,2,2,3,1,2,2,2,1,1,1,1,2,380811114,,,,,,,,,,
TOR,0,0,0,0,1,0,0,0,0,1,5,1,1,L,0,0,0,0,1,1,1,1,1,-1,-2,-2,-2,-1,-1,-1,-1,-2,380811114,,,,,,,,,,
MIN,0,0,1,0,2,1,0,0,0,4,9,0,4,W,0,0,1,1,3,4,4,4,4,0,-1,0,0,2,3,3,3,1,380811106,,,,,,,,,,
DET,0,1,0,0,0,0,0,0,2,3,9,0,3,L,0,1,1,1,1,1,1,1,3,0,1,0,0,-2,-3,-3,-3,-1,380811106,,,,,,,,,,
ARI,0,0,0,2,0,0,0,1,0,3,7,0,3,L,0,0,0,2,2,2,2,3,3,0,0,0,0,0,0,0,-3,-3,380811117,,,,,,,,,,
CIN,0,0,0,2,0,0,0,4,-,6,9,0,6,W,0,0,0,2,2,2,2,6,6,0,0,0,0,0,0,0,3,3,380811117,,,,,,,,,,
CLE,0,0,0,0,1,2,0,0,0,3,9,0,3,W,0,0,0,0,1,3,3,3,3,0,0,-1,-1,0,2,2,2,2,380811104,,,,,,,,,,
CHW,0,0,1,0,0,0,0,0,0,1,3,3,1,L,0,0,1,1,1,1,1,1,1,0,0,1,1,0,-2,-2,-2,-2,380811104,,,,,,,,,,
MIL,1,0,0,0,0,0,0,3,0,4,7,1,4,W,1,1,1,1,1,1,1,4,4,0,0,0,-1,-1,-1,-1,2,2,380811115,,,,,,,,,,
ATL,1,0,0,1,0,0,0,0,0,2,7,1,2,L,1,1,1,2,2,2,2,2,2,0,0,0,1,1,1,1,-2,-2,380811115,,,,,,,,,,
SEA,0,0,0,3,0,0,0,0,0,3,10,0,3,W,0,0,0,3,3,3,3,3,3,0,-2,-2,1,1,1,1,1,1,380811118,,,,,,,,,,
HOU,0,2,0,0,0,0,0,0,0,2,5,1,2,L,0,2,2,2,2,2,2,2,2,0,2,2,-1,-1,-1,-1,-1,-1,380811118,,,,,,,,,,
NYM,0,0,0,3,0,0,0,0,0,3,6,0,3,E,0,0,0,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0,380811128,0,0,,,,,,,,
MIA,0,0,0,2,1,0,0,0,0,4,11,0,3,E,0,0,0,2,3,3,3,3,3,0,0,0,-1,0,0,0,0,0,380811128,0,1,,,,,,,,
